S.No.,PRQ No.,"Created
Date","Created
By","Approved
Date","Approved
By","Creation
Status","Processing
Status",PRQ Remarks,Item Code,Item Name,UOM,"Required
Date",Department,Preferred Vendor,Preferred Manufacturer,Item Remarks,"Auto
PRQ(Y/N)",Parent PO,"Required
Qty","PO
Incl. Qty"
96,P/AMPU/26/4991,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,ASD100,Arasid 100mg Inj,(1.00 x Vial),19/09/2026,,Intas Pharmaceuticals Limited,,,No,,40.00,40.00
97,P/AMPU/26/4991,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,PMP04,Perampa 4mg Tab,Tablet,19/09/2026,,Intas Pharmaceuticals Limited,,,No,,300.00,300.00
98,P/AMPU/26/4992,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,LPZ004,Lopez 4mg/2ml Inj,(1.00 x Ampoule),19/09/2026,,Intas Pharmaceuticals Limited,,,No,,200.00,200.00
99,P/AMPU/26/4992,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,GYCT01,Glycolate 1mg Tab,Tablet,19/09/2026,,Intas Pharmaceuticals Limited,,,No,,300.00,300.00
100,P/AMPU/26/4992,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,MIDY0100,Mildy Shampoo 100ml,Tube,19/09/2026,,Intas Pharmaceuticals Limited,,,No,,10.00,10.00
101,P/AMPU/26/4992,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,TRMD50,Tremidon 50mg Tab,Tablet,19/09/2026,,Intas Pharmaceuticals Limited,,,No,,100.00,100.00
102,P/AMPU/26/4992,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,CEF100,Ceftas 100mg Tab,Nos,19/09/2026,,Intas Pharmaceuticals Limited,,,No,,100.00,100.00
103,P/AMPU/26/4993,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,DLB375,Dolobak Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,3600.00,3600.00
104,P/AMPU/26/4993,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,BFXT01,Biofer XT Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,3000.00,3000.00
105,P/AMPU/26/4993,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,VDPM10,Vildapride-M 50/1000mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,1200.00,1200.00
106,P/AMPU/26/4993,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,VOX50,Voxamin 50mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,800.00,800.00
107,P/AMPU/26/4993,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,ICF08,Icufos-O 3gm Sachet,Sachet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,30.00,30.00
108,P/AMPU/26/4993,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,ZPD010,Zolpid 10mg Tab,(1.00 x Tablet),19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,1500.00,1500.00
109,P/AMPU/26/4993,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,AVM025,Avomira ER 25mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,500.00,500.00
110,P/AMPU/26/4993,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,ADM20,Aziderm 20% Cream,(1.00 x Tube),19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,30.00,30.00
111,P/AMPU/26/4993,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,DNMM80,Dianorm-M Tab,(1.00 x Tablet),19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,900.00,900.00
112,P/AMPU/26/4993,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,ARB40,Arbitel H Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,1000.00,1000.00
113,P/AMPU/26/4994,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,VDPM50,Vildapride-M 50/500mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,1125.00,1125.00
114,P/AMPU/26/4994,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,AVMT50,Avomira ER 50mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,200.00,200.00
115,P/AMPU/26/4994,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,ETR040,Etorica MR Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,300.00,300.00
116,P/AMPU/26/4994,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,HPC25,Hopace 2.5mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,1125.00,1125.00
117,P/AMPU/26/4994,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,AMI100,Amiodar 100mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,800.00,800.00
118,P/AMPU/26/4994,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,MLT500,Melmet SR 500mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,2000.00,2000.00
119,P/AMPU/26/4994,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,DVPD25,Divalprid-OD 250mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,500.00,500.00
120,P/AMPU/26/4994,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,ETC60,Etorica 60mg Tablet,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,450.00,450.00
121,P/AMPU/26/4994,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,ANJ030,Angiplat 2.5mg Cap(30's),Bottle,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,25.00,25.00
122,P/AMPU/26/4994,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,ZOT100,Zotral 100mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,300.00,300.00
123,P/AMPU/26/4995,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,CIN250,Clariwin-250mg Tab,(1.00 x Tablet),19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,100.00,100.00
124,P/AMPU/26/4995,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,MINO100,Minolox 100mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,100.00,100.00
125,P/AMPU/26/4995,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,GLC06,Glyco-6 Cream,Nos,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,20.00,20.00
126,P/AMPU/26/4995,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,ARB20,Arbitel 20mg Tablet,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,600.00,600.00
127,P/AMPU/26/4995,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,TRX102,Torsinex 20mg/2ml Inj 2ml,Ampoule,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,100.00,100.00
128,P/AMPU/26/4995,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,DOL015,Dolo Drops 15ml,Bottle,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,80.00,80.00
129,P/AMPU/26/4995,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,AZDG010,Aziderm  10% Gel 15gm,Tube,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,10.00,10.00
130,P/AMPU/26/4995,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,PNX125,Panex CR 12.5mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,270.00,270.00
131,P/AMPU/26/4995,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,DIA001,Diapride M1 Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,450.00,450.00
132,P/AMPU/26/4995,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,VPD50,Vildapride 50mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,300.00,300.00
133,P/AMPU/26/4996,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,CHNL90,Channel-SR 90mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,200.00,200.00
134,P/AMPU/26/4996,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,MOXLX,Moxigram LX Eye Drop,Drop,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,10.00,10.00
135,P/AMPU/26/4996,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,GHL023,Diapride M2 Forte Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,300.00,300.00
136,P/AMPU/26/4996,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,LOR10,Lorinol 10mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,300.00,300.00
137,P/AMPU/26/4996,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,DIA002,Diapride M2 Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,225.00,225.00
138,P/AMPU/26/4996,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,AST20,Astin-CV 20mg Cap,Capsules,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,90.00,90.00
139,P/AMPU/26/4996,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Micro Labs Ltd,PRD04,Predace 4mg Tab,Tablet,19/09/2026,,Karun Enterprises,,Micro Labs Ltd,No,,200.00,200.00
140,P/AMPU/26/4997,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,STF100,Sitcom Forte Tab,Tablet,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,280.00,280.00
141,P/AMPU/26/4997,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,ENTR05,Entromax Suspension 5ml,Mini Bottle,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,480.00,480.00
142,P/AMPU/26/4997,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,NLG026,Nitrolong 2.6mg Tab (30's),Bottle,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,40.00,40.00
143,P/AMPU/26/4997,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,BTKG50,Betakind Gargle 50ml,Bottle,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,60.00,60.00
144,P/AMPU/26/4997,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,CNF200,Caldikind-P NF 200ml Suspension,Bottle,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,48.00,48.00
145,P/AMPU/26/4997,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,VMK02,Vomikind 2mg/ml Inj 2ml,Ampoule,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,1200.00,1200.00
146,P/AMPU/26/4997,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,TBT500,Telmikind Beta 50 Tab,Tablet,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,400.00,400.00
147,P/AMPU/26/4997,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,PRF001,Pangraf 1mg Cap,(1.00 x Capsules),19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,120.00,120.00
148,P/AMPU/26/4997,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,PANG020,Pangraf 2mg cap,Capsules,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,60.00,60.00
149,P/AMPU/26/4997,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,MGBM75,Mahagaba M 75 Cap,Capsule,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,300.00,300.00
150,P/AMPU/26/4998,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,NLC500,Nurokind-LC Tablet,Tablet,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,240.00,240.00
151,P/AMPU/26/4998,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,ZCL020,Zincolife 20mg/5ml Syrup 50ml,Bottle,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,50.00,50.00
152,P/AMPU/26/4998,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,CLFT025,Clonafit MD 0.25mg Tab,Tablet,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,3000.00,3000.00
153,P/AMPU/26/4998,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,HRP400,Herpikind 400mg Tab,Nos,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,200.00,200.00
154,P/AMPU/26/4998,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,HFSSP60,Histafree 30mg/5ml Susp 60ml,Bottle,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,70.00,70.00
155,P/AMPU/26/4998,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,NADL50,Nuforce Anti Dandruff Lotion 50ml,Bottle,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,10.00,10.00
156,P/AMPU/26/4998,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,GLZ040,Glizid 40mg Tab,(1.00 x Tablet),19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,500.00,500.00
157,P/AMPU/26/4998,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,MCF30,Mahacef Dry Syrup 30ml,Bottle,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,30.00,30.00
158,P/AMPU/26/4998,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,NFC050,Nuforce 50mg Tab,Tablet,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,380.00,380.00
159,P/AMPU/26/4998,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,HIC025,Hicope 25mg Tab,Tablet,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,300.00,300.00
160,P/AMPU/26/4999,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,VTND8,Vertistar MD 8mg Tab,Tablet,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,240.00,240.00
161,P/AMPU/26/4999,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,BDYP6400,Bandy Plus Tab,Tablet,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,40.00,40.00
162,P/AMPU/26/4999,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Mankind pharma Pvt.Ltd,NFR150,Nuforce 150mg Tab,(1.00 x Tablet),19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,Mankind pharma Pvt.Ltd,No,,120.00,120.00
163,P/AMPU/26/5000,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,PND015,Piokind 15mg Tab,Tablet,19/09/2026,,MANKIND PHARMA LTD. (CFA -Delhi),,,No,,600.00,600.00
164,P/AMPU/26/5001,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Fourrts (India) Laboratories Pvt.Ltd,LAXO255,Laxopeg 255gm Powder,Jar,19/09/2026,,Medi-Linkers,,Fourrts (India) Laboratories Pvt.Ltd,No,,48.00,48.00
165,P/AMPU/26/5001,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Fourrts (India) Laboratories Pvt.Ltd,SOGL200,Sucrafil O Gel 200ml,Bottle,19/09/2026,,Medi-Linkers,,Fourrts (India) Laboratories Pvt.Ltd,No,,50.00,50.00
166,P/AMPU/26/5001,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Fourrts (India) Laboratories Pvt.Ltd,NEP500,Nefrosave Tab,Tablet,19/09/2026,,Medi-Linkers,,Fourrts (India) Laboratories Pvt.Ltd,No,,600.00,600.00
167,P/AMPU/26/5001,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Fourrts (India) Laboratories Pvt.Ltd,ARG5,Argin 5gm Granules,Sachet,19/09/2026,,Medi-Linkers,,Fourrts (India) Laboratories Pvt.Ltd,No,,100.00,100.00
168,P/AMPU/26/5001,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Fourrts (India) Laboratories Pvt.Ltd,EDS050,Edsave 5mg Tab,Tablet,19/09/2026,,Medi-Linkers,,Fourrts (India) Laboratories Pvt.Ltd,No,,200.00,200.00
169,P/AMPU/26/5001,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Fourrts (India) Laboratories Pvt.Ltd,NOC0001,Noctura Syrup 100ml,Bottle,19/09/2026,,Medi-Linkers,,Fourrts (India) Laboratories Pvt.Ltd,No,,15.00,15.00
170,P/AMPU/26/5001,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,Fourrts (India) Laboratories Pvt.Ltd,SCA20,Sucrafil Ano Cream 20gm,Tube,19/09/2026,,Medi-Linkers,,Fourrts (India) Laboratories Pvt.Ltd,No,,10.00,10.00
171,P/AMPU/26/5002,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,DPC5T,Dapacose 5mg Tab,Tablet,19/09/2026,,Novacare Healthcare Solutions Private Limited(DELHI),,,No,,800.00,800.00
172,P/AMPU/26/5002,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,JBT10,JBtor 10mg Tab,Tablet,19/09/2026,,Novacare Healthcare Solutions Private Limited(DELHI),,,No,,2400.00,2400.00
173,P/AMPU/26/5002,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,JBT20,JBtor 20mg Tab,Tablet,19/09/2026,,Novacare Healthcare Solutions Private Limited(DELHI),,,No,,600.00,600.00
174,P/AMPU/26/5002,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,JBTP10,JBtor Plus Tab,Tablet,19/09/2026,,Novacare Healthcare Solutions Private Limited(DELHI),,,No,,300.00,300.00
175,P/AMPU/26/5003,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,auto-generated,TEP001,Trelegy Elipta Device,Nos,19/09/2026,,S.S Healthcare (FBD),,,No,,10.00,10.00
176,P/AMPU/26/5004,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,LAR500,Larinject 500mg10ml Inj,Vial,19/09/2026,,SHOORA HEALTHCARE DISTRIBUTORS LLP,,La Renon Healthcare Pvt.Ltd.,No,,50.00,50.00
177,P/AMPU/26/5004,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,LMN250,Lamino Nephro-7% 250ml Bottle,Bottle,19/09/2026,,SHOORA HEALTHCARE DISTRIBUTORS LLP,,La Renon Healthcare Pvt.Ltd.,No,,15.00,15.00
178,P/AMPU/26/5004,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,SOB1000,Sobisis Forte 1gm Tab,Nos,19/09/2026,,SHOORA HEALTHCARE DISTRIBUTORS LLP,,La Renon Healthcare Pvt.Ltd.,No,,800.00,800.00
179,P/AMPU/26/5004,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,RNXL25,Renopress XL 2.5mg tab,Tablet,19/09/2026,,SHOORA HEALTHCARE DISTRIBUTORS LLP,,La Renon Healthcare Pvt.Ltd.,No,,500.00,500.00
180,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,LVG750,Levigress 750 mg Tab,Tablet,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,2000.00,2000.00
181,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,LVGR500,Levigress 500mg tab,Tablet,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,3000.00,3000.00
182,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,PLMG354,Palmiges 354mg Cap,Capsules,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,300.00,300.00
183,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,PAN 25000,Pancrehenz 25000,Capsule,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,200.00,200.00
184,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,ERF040,Eiref 40mg/150mg Cap,Capsule,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,500.00,500.00
185,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,BCLR10,Bacloren 10mg tab,Tablet,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,1000.00,1000.00
186,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,THC004,Thichoren 4mg Cap,Capsule,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,400.00,400.00
187,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,LRTD05,Larentine D 5mg tab,Tablet,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,600.00,600.00
188,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,QTGR25,Quetigress 25mg tab,Tablet,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,800.00,800.00
189,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,LRTD10,Larentine D 10mg tab,Tablet,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,200.00,200.00
190,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,ESG010,Escigress 10mg Tab,Tablet,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,500.00,500.00
191,P/AMPU/26/5005,19/09/2026,Braham  Datt,19/09/2026,Braham  Datt,Closed,Fully Processed,La Renon Healthcare Pvt.Ltd.,MNTGR10,Montegress 10mg Tab,Tablet,19/09/2026,,UNI LIFEKIND ( La-Renon),,La Renon Healthcare Pvt.Ltd.,No,,200.00,200.00
